Account/Practice,Category,Tier,Assigned PL,Hub Territory,City,State,Zip,2026 Visit-Days,2026 People Touches,Last Visit,Days Since Last,Frequency Status
Lifespan Therapy & Wellness,Physical Therapy,T3,Coty,Livonia,Farmington Hills,Michigan,48334,0,0,2025-06-19,392,Unknown
Lifetime Urgent Care,Urgent Care,T3,Coty,Other/Metro,Howell,Michigan,48843,0,0,2025-09-18,301,Unknown
Lina Rayes Yousif,Primary Care,T3,Coty,Other/Metro,Clinton Twp,MI,48038,0,0,2023-02-08,1254,Unknown
Lincoln Medical,Primary Care,T3,Coty,Other/Metro,Flint,Michigan,48507,0,0,2025-02-25,506,Unknown
Livingston Family Medicine,Primary Care,T3,Coty,Other/Metro,Brighton,Michigan,48114,0,0,2025-04-25,447,Unknown
LIVINGSTON PEDIATRICS CENTER,Orthopedics,T3,Coty,Other/Metro,BRIGHTON,Michigan,,0,0,2025-06-05,406,Unknown
Livonia Center for Integrative Medicine,Primary Care,T3,Coty,Livonia,Livonia,Michigan,48152,0,0,2025-04-17,455,Unknown
"Longo MD, Kathleen M",Primary Care,T3,Coty,Other/Metro,Ann Arbor,MI,481052335,0,0,2025-08-27,323,Unknown
Macomb Hand Surgery,Orthopedics,T3,Coty,Other/Metro,Shelby Township,Michigan,48315,0,0,2025-06-03,408,Unknown
Macomb Surgical Specialist Pl,Orthopedics,T3,Coty,Sterling Heights,Warren,MI,48093,0,0,2024-02-12,885,Unknown
Macomb Wound & Hyperberic Center,Physical Therapy,T3,Coty,Sterling Heights,Warren,Michigan,48093,0,0,2023-07-26,1086,Unknown
Manchester Family Practice,Primary Care,T3,Coty,Other/Metro,Manchester,MI,481581002,0,0,2023-09-05,1045,Unknown
Marybeth Hardwicke MD,Primary Care,T3,Coty,Other/Metro,St Clair Shores,MI,480801949,0,0,2023-05-17,1156,Unknown
Max Rehabilitation Physical Therapy,Physical Therapy,T3,Coty,Troy,Troy,Michigan,48085,0,0,2023-06-22,1120,Unknown
McLaren Macomb - Lakeshore,Primary Care,T3,Coty,Sterling Heights,Clinton Township,Michigan,48035,0,0,2025-10-09,280,Unknown
McLaren Macomb Rheumatology,Rheumatology,T3,Coty,Sterling Heights,Clinton Township,Michigan,48036,0,0,2025-05-07,435,Unknown
McLaren Metamora Community Medical Center,Primary Care,T3,Coty,Other/Metro,Metamora,Michigan,48455,0,0,2025-04-10,462,Unknown
McLaren Oakland Family Medicine - Lake Orion,Primary Care,T3,Coty,Other/Metro,Orion Township,Michigan,48360,0,0,2025-04-10,462,Unknown
McLaren Oakland Waterford Medical Associates,Primary Care,T3,Coty,Other/Metro,Waterford Township,Michigan,48327,0,0,2025-10-28,261,Unknown
McLaren Oxford Primary Care Physicians,Primary Care,T3,Coty,Other/Metro,Oxford,Michigan,48371,0,0,2025-04-10,462,Unknown
MD VIP - Eisenhower,Primary Care,T3,Coty,Other/Metro,Ann Arbor,Michigan,48103,0,0,2024-02-26,871,Unknown
Med Sports Vantage,Primary Care,T3,Coty,Other/Metro,Brighton,Michigan,48116,0,0,2025-04-22,450,Unknown
MedSport - Ann Arbor Domino's Farms,Orthopedics,T3,Coty,Other/Metro,Ann Arbor,Michigan,48105,0,0,2024-04-12,825,Unknown
MedSport - Brighton,Orthopedics,T3,Coty,Other/Metro,Brighton,Michigan,48116,0,0,2025-04-22,450,Unknown
METRO MEDICAL PRACTICE,Primary Care,T3,Coty,Other/Metro,HAMTRAMCK,MI,48212,0,0,2024-05-16,791,Unknown
Metro Physical Therapy,Physical Therapy,T3,Coty,Troy,Troy,MI,480836106,0,0,2024-02-13,884,Unknown
Michael Taylor MD,Orthopedics,T3,Coty,Other/Metro,St Clair Shores,Michigan,48080,0,0,2025-04-18,454,Unknown
MICHIGAN ALLERGY ASTHMA AND IMMUNOLOGY CENTER,Rheumatology,T3,Coty,Southfield,OAK PARK,MI,48237,0,0,2025-05-08,434,Unknown
Michigan Health Specialists - Dort Hwy,Primary Care,T3,Coty,Other/Metro,Flint,Michigan,48507,0,0,2025-03-10,493,Unknown
Michigan Healthcare Center,Primary Care,T3,Coty,Other/Metro,Flint,Michigan,48532,0,0,2023-09-05,1045,Unknown
Michigan Internal Medicine,Primary Care,T3,Coty,Other/Metro,Flint,Michigan,48507,0,0,2025-04-16,456,Unknown
Michigan Internal Medicine Associates  - Waterford,Primary Care,T3,Coty,Other/Metro,Waterford Township,Michigan,48328,0,0,2025-10-28,261,Unknown
Michigan Orthopaedic & Spine Surgeons,Orthopedics,T3,Coty,Troy,Rochester Hills,Michigan,48307,0,0,2025-08-18,332,Unknown
Michigan rheumatology & wellness center,Rheumatology,T3,Coty,Troy,Rochester Hills,Michigan,48307,0,0,2025-05-05,437,Unknown
Michigan surgery,Orthopedics,T3,Coty,Other/Metro,Independence charter Township,Michigan,48346,0,0,2025-04-09,463,Unknown
Michigan Urgent Care - Waterford,Urgent Care,T3,Coty,Other/Metro,Waterford Township,Michigan,48327,0,0,2025-04-29,443,Unknown
MINI INVASIVE ORTHOPEDICS,Orthopedics,T3,Coty,Sterling Heights,WARREN,MI,48092,0,0,2024-04-02,835,Unknown
MMP Internal Medicne Associates,Primary Care,T3,Coty,Other/Metro,Lansing,Michigan,48912,0,0,2023-08-29,1052,Unknown
Mobility Plus Rehab Services - Troy,Physical Therapy,T3,Coty,Troy,Troy,Michigan,48085,0,0,2024-02-13,884,Unknown
Movement Orthopedics - Lenox,Orthopedics,T3,Coty,Other/Metro,Lenox,Michigan,48048,0,0,2025-10-15,274,Unknown
MSU Athletic Training,Sports Medicine,T3,Coty,Other/Metro,,,,0,0,,,Unknown
MSU SportsMEDICINE,Sports Medicine,T3,Coty,Other/Metro,East Lansing,Michigan,48823,0,0,2024-10-29,625,Unknown
My Health Urgent Care (Ascension) - Macomb,Urgent Care,T3,Coty,Sterling Heights,Macomb,Michigan,48044,0,0,2025-04-28,444,Unknown
My Health Urgent Care (Ascension) - St Clair Shores,Urgent Care,T3,Coty,Other/Metro,St. Clair Shores,Michigan,48081,0,0,2025-09-11,308,Unknown
MyCare Health Center - Center Line,Primary Care,T3,Coty,Other/Metro,Center Line,Michigan,48015,0,0,2024-03-13,855,Unknown
MYCARE HEALTH CENTER CLINTON TOWNSHIP,Primary Care,T3,Coty,Sterling Heights,CLINTON TOWNSHIP,MI,48036,0,0,2025-10-09,280,Unknown
Nizaamuddeen Toofanny,Primary Care,T3,Coty,Troy,Troy,Michigan,48084,0,0,2025-02-25,506,Unknown
NovaCare - Lake Orion,Physical Therapy,T3,Coty,Other/Metro,Orion Township,Michigan,48360,0,0,2023-03-25,1209,Unknown
"OAK TREE PEDIATRICS, PC",Orthopedics,T3,Coty,Other/Metro,BRIGHTON,Michigan,,0,0,2025-06-05,406,Unknown
Oakland Macomb Surgical Group,Orthopedics,T3,Coty,Troy,Rochester Hills,Michigan,48307,0,0,2025-02-04,527,Unknown
Oakland Macomb Surgical Group - Madison Heights,Orthopedics,T3,Coty,Other/Metro,Madison Heights,Michigan,48071,0,0,2025-07-21,360,Unknown
Oakland Orthopedic Institute,Orthopedics,T3,Coty,Other/Metro,Bay City,Michigan,48708,0,0,2025-01-06,556,Unknown
Oakland Orthopedics & Sports Medicine,Orthopedics,T3,Coty,Other/Metro,CLARKSTON,MI,48346,0,0,2025-07-30,351,Unknown
Oakwood Medical Center,Primary Care,T3,Coty,Troy,ROCHESTER,MI,48307,0,0,2024-07-09,737,Unknown
Optalis Healthcare,Primary Care,T3,Coty,Livonia,Novi,Michigan,48375,0,0,2025-06-25,386,Unknown
Orion Family Physicians,Primary Care,T3,Coty,Other/Metro,Orion Township,Michigan,48360,0,0,2025-04-10,462,Unknown
Orion Physical Therapy,Physical Therapy,T3,Coty,Other/Metro,Orion Township,Michigan,48360,0,0,2023-03-25,1209,Unknown
Orlando Matias DO,Primary Care,T3,Coty,Other/Metro,Meridian charter Township,Michigan,48864,0,0,2024-01-02,926,Unknown
Ortho Care Physical Therapy,Physical Therapy,T3,Coty,Other/Metro,Roseville,MI,48066-1771,0,0,2023-11-13,976,Unknown
Ortho Michigan - Flint,Orthopedics,T3,Coty,Other/Metro,Flint,MI,48507,0,0,2025-04-24,448,Unknown
"Ortho surgery of shoulder, hip, & knee",Orthopedics,T3,Coty,Other/Metro,Waterford,MI,48328-1176,0,0,2025-10-28,261,Unknown
Ortho Xpress,Orthopedics,T3,Coty,Other/Metro,Grand Blanc Township,Michigan,48439,0,0,2025-04-11,461,Unknown
Orthopedic Specialists of Oakland County - Clarkston,Orthopedics,T3,Coty,Other/Metro,City of the Village of Clarkston,Michigan,48346,0,0,2024-04-03,834,Unknown
Ortonville Family & Internal Medicine,Primary Care,T3,Coty,Other/Metro,Ortonville,Michigan,48462,0,0,2024-01-24,904,Unknown
Ouch Urgent Care - Howell,Urgent Care,T3,Coty,Other/Metro,Howell,Michigan,48843,0,0,2025-08-21,329,Unknown
Oxford Orthopedics,Orthopedics,T3,Coty,Other/Metro,Oxford,Michigan,48371,0,0,,,Unknown
Pankaj N Vakharia MD,Primary Care,T3,Coty,Other/Metro,Holly,MI,48442,0,0,2023-03-09,1225,Unknown
PARK MEDICAL CENTERS Wixom,Primary Care,T3,Coty,Other/Metro,WIXOM,MI,48393,0,0,2025-05-08,434,Unknown
PASSPORT HEALTH,Primary Care,T3,Coty,Other/Metro,SAINT CLAIR SHORES,MI,48080,0,0,2024-04-16,821,Unknown
Pelvic Rehabilitation Medicine - Troy,Physical Therapy,T3,Coty,Troy,Troy,Michigan,48084,0,0,2025-05-13,429,Unknown
Physical Therapy Svcs Chelsea,Physical Therapy,T3,Coty,Other/Metro,Chelsea,MI,48118-1635,0,0,2023-07-31,1081,Unknown
Physiotherapy Associates  Inc,Physical Therapy,T3,Coty,Other/Metro,Walled Lake,MI,48390-3080,0,0,2023-03-14,1220,Unknown
Physiotherapy Associates  Inc,Physical Therapy,T3,Coty,Other/Metro,Milford,MI,48381,0,0,2023-05-03,1170,Unknown
Pine Knob Urgent Care,Urgent Care,T3,Coty,Other/Metro,City of the Village of Clarkston,Michigan,48346,0,0,2023-09-20,1030,Unknown
PINE TREE MEDICAL CENTER,Orthopedics,T3,Coty,Other/Metro,WATERFORD,Michigan,,0,0,2025-06-06,405,Unknown
Plymouth Physical Therapy - Howell,Physical Therapy,T3,Coty,Other/Metro,Howell,MI,48843-6538,0,0,2023-05-03,1170,Unknown
PREMIER MEDICAL CARE,Primary Care,T3,Coty,Other/Metro,BRIGHTON,MI,48116,0,0,2025-10-17,272,Unknown
Premier Orthopedics & Sports Medicine,Orthopedics,T3,Coty,Other/Metro,St. Clair Shores,Michigan,48081,0,0,2025-09-15,304,Unknown
Premier surgical specialists,Orthopedics,T3,Coty,Other/Metro,Independence charter Township,Michigan,48346,0,0,2025-10-29,260,Unknown
Prism Medical Group - Internal Medicine & Pediatrics,Primary Care,T3,Coty,Troy,Rochester Hills,Michigan,48307,0,0,2025-10-22,267,Unknown
Priti Bhardwaj MD,Primary Care,T3,Coty,Other/Metro,St. Clair Shores,Michigan,48080,0,0,2025-04-18,454,Unknown
Probility,Physical Therapy,T3,Coty,Other/Metro,Ypsilanti,MI,48197-1120,0,0,2023-02-21,1241,Unknown
Prodigy Spinal Rehabilitation,Physical Therapy,T3,Coty,Livonia,Dearborn,Michigan,48126,0,0,2025-05-30,412,Unknown
Quality Urgent Care,Urgent Care,T3,Coty,Other/Metro,Waterford Township,Michigan,48329,0,0,2023-10-24,996,Unknown
Rehabilitation Physicians - Howell,Physical Therapy,T3,Coty,Other/Metro,Howell,Michigan,48843,0,0,2025-11-04,254,Unknown
Rehabilitation Physicians - Howell,Physical Therapy,T3,Coty,Other/Metro,Howell,Michigan,48843,0,0,2025-08-21,329,Unknown
Rheumatology at Briarwood Health Associates,Rheumatology,T3,Coty,Other/Metro,Ann Arbor,Michigan,48108,0,0,2024-01-25,903,Unknown
Riverbend Healthcare,Primary Care,T3,Coty,Troy,Rochester Hills,Michigan,48307,0,0,2024-08-26,689,Unknown
Rochester Academic Family Medicine,Primary Care,T3,Coty,Troy,Rochester,Michigan,48307,0,0,2025-07-17,364,Unknown
Rochester General Surgery,Orthopedics,T3,Coty,Other/Metro,Independence charter Township,Michigan,48346,0,0,2025-04-09,463,Unknown
Rochester Hills Orthopedics & Sports Medicine,Orthopedics,T3,Coty,Troy,Rochester Hills,Michigan,48307,0,0,2025-05-05,437,Unknown
Rochester Medical Center,Primary Care,T3,Coty,Troy,ROCHESTER,MI,48307,0,0,2025-06-09,402,Unknown
ROCHESTER RHEUMATOLOGY CLINIC AND INFUSION CENTER,Rheumatology,T3,Coty,Troy,Rochester Hills,Michigan,48307,0,0,2025-04-23,449,Unknown
"Rothman DO, Kori F",Orthopedics,T3,Coty,Other/Metro,Ann Arbor,MI,481083364,0,0,2023-08-09,1072,Unknown
S. Ali Husain Rheumatology,Rheumatology,T3,Coty,Sterling Heights,Sterling Heights,Michigan,48313,0,0,2025-04-28,444,Unknown
Salta Direct Primary Care - Pontiac,Primary Care,T3,Coty,Other/Metro,Pontiac,Michigan,48341,0,0,2023-09-12,1038,Unknown
SALTA OF AUBURN HILLS duplicate,Primary Care,T3,Coty,Troy,AUBURN HILLS,MI,48326,0,0,2024-09-16,668,Unknown
Shining Light Osteopathic Care,Primary Care,T3,Coty,Sterling Heights,Clinton Township,Michigan,48035,0,0,2025-05-07,435,Unknown
Shores Clinic,Primary Care,T3,Coty,Other/Metro,St. Clair Shores,Michigan,48080,0,0,2025-04-24,448,Unknown
Shores Rheumatology,Rheumatology,T3,Coty,Other/Metro,St. Clair Shores,Michigan,48081,0,0,2024-12-09,584,Unknown
Silver Lake Family Practice,Primary Care,T3,Coty,Other/Metro,Fenton,Michigan,48430,0,0,2024-01-31,897,Unknown
Silver Pine Medical Group Lenox,Primary Care,T3,Coty,Other/Metro,Lenox,Michigan,48048,0,0,2025-09-04,315,Unknown
"Simpson DO, Sheryl",Primary Care,T3,Coty,Other/Metro,Howell,MI,488433975,0,0,2023-08-07,1074,Unknown
Skywalk Internal Medicine,Primary Care,T3,Coty,Sterling Heights,Sterling Heights,Michigan,48314,0,0,,,Unknown
"Soloman MD, Gabriel",Primary Care,T3,Coty,Other/Metro,Ann Arbor,MI,48105,0,0,2025-08-27,323,Unknown
Sonia Ramirez MD,Primary Care,T3,Coty,Sterling Heights,Warren,MI,48088,0,0,2025-07-21,360,Unknown
Sound Physicians,Primary Care,T3,Coty,Other/Metro,Grand Blanc Township,Michigan,48439,0,0,2025-04-10,462,Unknown
South Main Orthopaedics (UofM),Orthopedics,T3,Coty,Other/Metro,Ann Arbor,Michigan,48103,0,0,2023-11-27,962,Unknown
SOUTHGATE MEDICAL GROUP,Primary Care,T3,Coty,Other/Metro,SOUTHGATE,MI,48195,0,0,2025-01-22,540,Unknown
Sparrow Family Medicine Residency - Mason,Primary Care,T3,Coty,Other/Metro,Mason,Michigan,48854,0,0,2024-01-25,903,Unknown
Sparrow Health Family Practice Residency,Primary Care,T3,Coty,Other/Metro,Lansing,Michigan,48912,0,0,2024-01-19,909,Unknown
Sparrow Medical Group - Eaton Rapids Family Practice,Primary Care,T3,Coty,Other/Metro,Eaton Rapids,Michigan,48827,0,0,2024-01-19,909,Unknown
Sparrow Medical Group - Okemos,Primary Care,T3,Coty,Other/Metro,Meridian charter Township,Michigan,48864,0,0,2024-01-17,911,Unknown
Sparrow Medical Group Adult Critical Care,Primary Care,T3,Coty,Other/Metro,Lansing,Michigan,48912,0,0,2024-03-21,847,Unknown
Sparrow Sports Medicine,Sports Medicine,T3,Coty,Other/Metro,Lansing,Michigan,48912,0,0,,,Unknown
"SPINE SPECIALISTS OF MICHIGAN, PC",Orthopedics,T3,Coty,Other/Metro,BINGHAM FARMS,MI,48025,0,0,2025-09-02,317,Unknown
Springfield Urgent Care - Clarkston,Urgent Care,T3,Coty,Other/Metro,City of the Village of Clarkston,Michigan,48348,0,0,2023-09-21,1029,Unknown
Springfield Urgent Care - Highland,Urgent Care,T3,Coty,Other/Metro,Highland Charter Township,Michigan,48357,0,0,2023-05-03,1170,Unknown
Springfield Urgent Care - White Lake,Urgent Care,T3,Coty,Other/Metro,White Lake charter Township,Michigan,48386,0,0,2023-05-04,1169,Unknown
St John Rheumatology - Macomb,Rheumatology,T3,Coty,Sterling Heights,Macomb,Michigan,48044,0,0,2025-08-20,330,Unknown
Star Rehab,Physical Therapy,T3,Coty,Other/Metro,Grand Blanc Township,Michigan,48439,0,0,2024-01-26,902,Unknown
"STRENGTH AND HEALTH MEDICAL, PC",Primary Care,T3,Coty,Other/Metro,WATERFORD,MI,48329,0,0,2025-07-02,379,Unknown
Stride Physical Therapy,Physical Therapy,T3,Coty,Troy,Auburn Hills,MI,48326-3481,0,0,2023-06-05,1137,Unknown
Sudha N. Purohit MD,Primary Care,T3,Coty,Troy,Troy,Michigan,48098,0,0,2025-10-16,273,Unknown
Suzanne Romadan MD,Primary Care,T3,Coty,Troy,Rochester Hills,Michigan,48307,0,0,2025-07-07,374,Unknown
Synergy Health Partners PT/OT,Physical Therapy,T3,Coty,Sterling Heights,Warren,Michigan,48089,0,0,2024-04-02,835,Unknown
Team Health,Primary Care,T3,Coty,Other/Metro,Mount Clemens,MI,48043,0,0,2023-11-28,961,Unknown
Team Rehabilitation - Lake Orion,Physical Therapy,T3,Coty,Other/Metro,Orion Township,Michigan,48360,0,0,2023-03-25,1209,Unknown
Tedd March,Primary Care,T3,Coty,Other/Metro,Monroe,Michigan,48162,0,0,2025-06-10,401,Unknown
Theoria Primary Care,Primary Care,T3,Coty,Other/Metro,Brighton,Michigan,48114,0,0,2025-04-22,450,Unknown
Three Chelsea Docs,Primary Care,T3,Coty,Other/Metro,Chelsea,Michigan,48118,0,0,2025-08-26,324,Unknown
Thrive Therapy Group  PC,Physical Therapy,T3,Coty,Sterling Heights,Clinton Township,MI,48038-6768,0,0,2024-01-22,906,Unknown
Todd Best MD,Primary Care,T3,Coty,Other/Metro,Waterford Township,Michigan,48328,0,0,2025-10-28,261,Unknown
Trinity Health IHA Medical Group - Lake Orion,Primary Care,T3,Coty,Other/Metro,Orion Township,Michigan,48360,0,0,2025-04-10,462,Unknown
Trinity Health IHA Medical Group Primary Care - Howell,Primary Care,T3,Coty,Other/Metro,Howell,Michigan,48843,0,0,2025-05-09,433,Unknown
Trinity Health IHA Orthopaedics - Chelsea,Orthopedics,T3,Coty,Other/Metro,Chelsea,MI,48118,0,0,2025-08-26,324,Unknown
Trinity Health IHA Primary Care - Chelsea,Primary Care,T3,Coty,Other/Metro,Chelsea,Michigan,48118,0,0,2025-08-26,324,Unknown
Trinity Health Urgent Care - Domino's Farms,Urgent Care,T3,Coty,Other/Metro,Ann Arbor,Michigan,48105,0,0,2024-02-26,871,Unknown
Trinity IHA Hand Surgery - Ypsilanti,Orthopedics,T3,Coty,Other/Metro,Ypsilanti,Michigan,48197,0,0,2024-04-12,825,Unknown
Trinity IHA Medical Group Primary Care - Milan,Primary Care,T3,Coty,Other/Metro,Milan,MI,48160,0,0,2024-09-12,672,Unknown
"Trinity IHA Orthopedics - Brighton,",Orthopedics,T3,Coty,Other/Metro,Brighton,MI,48114-7004,0,0,2025-05-02,440,Unknown
Trinity IHA Primary Care  - Brighton,Primary Care,T3,Coty,Other/Metro,Brighton,Michigan,48114,0,0,2025-05-02,440,Unknown
Trinity IHA Primary Care - East Brighton,Primary Care,T3,Coty,Other/Metro,Brighton,Michigan,48116,0,0,2025-04-22,450,Unknown
Trinity IHA Primary Care - Pinckney,Primary Care,T3,Coty,Other/Metro,Pinckney,Michigan,48169,0,0,2023-10-19,1001,Unknown
Trinity IHA Primary Care - Waterford,Primary Care,T3,Coty,Other/Metro,Waterford Township,Michigan,48328,0,0,2025-10-28,261,Unknown
Trinity IHA Rheumatology - Brighton,Rheumatology,T3,Coty,Other/Metro,Brighton,Michigan,48114,0,0,2025-05-02,440,Unknown
Troy Family Care (Ascension),Primary Care,T3,Coty,Troy,Troy,MI,48085,0,0,2025-05-28,414,Unknown
Troy Physical Therapy Services,Physical Therapy,T3,Coty,Troy,Troy,Michigan,48083,0,0,2023-07-05,1107,Unknown
Troy Sports Center  Inc,Sports Medicine,T3,Coty,Troy,Troy,MI,48083-2015,0,0,2023-12-14,945,Unknown
Trupti Patel PC,Primary Care,T3,Coty,Livonia,Livonia,Michigan,48154,0,0,2025-06-16,395,Unknown
U of M Health Sparrow Orthopedics,Orthopedics,T3,Coty,Other/Metro,East Lansing,Michigan,48823,0,0,2025-05-09,433,Unknown
Universal Physical Therapy,Physical Therapy,T3,Coty,Troy,Rochester Hills,Michigan,48307,0,0,2023-05-02,1171,Unknown
University Health Service - UofM,Primary Care,T3,Coty,Other/Metro,Ann Arbor,Michigan,48109,0,0,2023-08-09,1072,Unknown
University of Michigan Athletic Training,Sports Medicine,T3,Coty,Other/Metro,,,,0,0,,,Unknown
UofM Hand Surgery - Domino's Farms,Orthopedics,T3,Coty,Other/Metro,Ann Arbor Charter Township,Michigan,48105,0,0,2024-04-12,825,Unknown
UofM Howell Health Clinic,Primary Care,T3,Coty,Other/Metro,Howell,Michigan,48843,0,0,2025-09-18,301,Unknown
"Vasiu II DO, Samuel",Orthopedics,T3,Coty,Other/Metro,Howell,MI,488431077,0,0,2023-10-11,1009,Unknown
WALTON MEDICAL,Primary Care,T3,Coty,Other/Metro,WATERFORD,MI,48329,0,0,2025-07-02,379,Unknown
WATERFORD PRIMARY HEALTH SERVICES,Primary Care,T3,Coty,Other/Metro,WATERFORD,MI,48327,0,0,2025-10-28,261,Unknown
WellPoint's Medical Center,Primary Care,T3,Coty,Troy,Rochester Hills,Michigan,48307,0,0,2025-08-18,332,Unknown
Westland urgent care,Orthopedics,T3,Coty,Livonia,Westland,Michigan,48185,0,0,2025-09-29,290,Unknown
"Yanga III MD, Ismael",Primary Care,T3,Coty,Other/Metro,Howell,MI,488431008,0,0,2024-01-24,904,Unknown
Advanced Urgent Care & Walk-In Clinic,Urgent Care,T3,Sean,Other/Metro,South Lyon,Michigan,,0,0,2025-10-02,287,Unknown
Beaumont Family Medical Center - St Clair Shores,Primary Care,T3,Sean,Other/Metro,St Clair Shores,MI,48081,0,0,2025-03-10,493,Unknown
BEAUMONT FAMILY MEDICINE CENTER,Primary Care,T3,Sean,Other/Metro,SAINT CLAIR SHORES,Michigan,,0,0,2024-12-26,567,Unknown
Beaumont St Clair Shores Family Medicine Center,Primary Care,T3,Sean,Other/Metro,St. Clair Shores,MI,48081,0,0,2025-03-19,484,Unknown
Beaumont Urgent Care - Shelby Township,Urgent Care,T3,Sean,Sterling Heights,Utica,Michigan,48316,0,0,2025-12-01,227,Unknown
BENCHMARK HEALTH,Primary Care,T3,Sean,Sterling Heights,WARREN,MI,48093,0,0,2025-11-19,239,Unknown
Birmingham royal oak urgent care,Urgent Care,T3,Sean,Southfield,Royal Oak,Michigan,48073,0,0,2025-09-19,300,Unknown
Chaldean Community Foundation Primary Care,Primary Care,T3,Sean,Sterling Heights,Sterling Heights,MI,48310,0,0,2025-03-05,498,Unknown
ELIZABETH LAKE URGENT CARE,Urgent Care,T3,Sean,Other/Metro,WATERFORD,Michigan,,0,0,2025-02-14,517,Unknown
Expressmed Urgent Care,Urgent Care,T3,Sean,Sterling Heights,Sterling Heights,Michigan,48310,0,0,2025-07-09,372,Unknown
Get well urgent care Bloomfield,Urgent Care,T3,Sean,Other/Metro,Pontiac,Michigan,48341,0,0,2025-02-14,517,Unknown
Gregory Clague DO,Primary Care,T3,Sean,Southfield,Oak Park,MI,48237,0,0,2025-04-23,449,Unknown
HENRY FORD MACOMB HOSPITAL NEIGHBORS CARING FOR NEIGHBORS CLINIC,Primary Care,T3,Sean,Sterling Heights,CLINTON TOWNSHIP,Michigan,48038,0,0,2025-07-10,371,Unknown
Medpointe Urgent Care - Fraser,Urgent Care,T3,Sean,Other/Metro,Fraser,Michigan,48026,0,0,2025-09-10,309,Unknown
Medpointe Urgent Care - Macomb,Urgent Care,T3,Sean,Sterling Heights,Macomb,Michigan,48044,0,0,2025-07-29,352,Unknown
Michigan Urgent Care - Clinton Twp,Urgent Care,T3,Sean,Sterling Heights,Clinton Township,Michigan,48035,0,0,2025-05-07,435,Unknown
MyHealth Ascenion Urgent Care - Warren,Urgent Care,T3,Sean,Sterling Heights,Warren,Michigan,48092,0,0,2025-02-25,506,Unknown
PREMISE HEALTH,Primary Care,T3,Sean,Other/Metro,MADISON HEIGHTS,MI,48071,0,0,2025-03-07,496,Unknown
Professional Physical Therapy,Physical Therapy,T3,Sean,Sterling Heights,Warren,MI,48093-7618,0,0,2025-02-24,507,Unknown
UMC Urgent Care,Urgent Care,T3,Sean,Other/Metro,Detroit,Michigan,48235,0,0,2025-05-20,422,Unknown
VISITING PHYSICIANS ASSOCIATION TROY,Primary Care,T3,Sean,Troy,TROY,Michigan,,0,0,2025-01-15,547,Unknown
"(Beaumont) Hugo A Davila Grijalva, MD",Primary Care,T3,,Troy,Troy,MI,48085,0,0,2024-02-28,869,Unknown
"(duplicate)MICHIGAN INTERNAL MEDICINE ASSOCIATES, PC",Primary Care,T3,,Other/Metro,DEARBORN HEIGHTS,MI,48127,0,0,2024-04-17,820,Unknown
1st Choice Urgent Care,Urgent Care,T3,,Other/Metro,Bloomfield Township,Michigan,48302,0,0,2024-02-23,874,Unknown
